1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	1
10	1
11	1
12	1
13	2
14	2
15	2
16	2
17	2
18	2
19	2
20	2
21	2
22	2
23	2
24	2
25	2
26	2
27	2
28	2
29	2
30	2
31	3
32	3
33	4
34	4
35	4
36	4
37	5
38	5
39	5
40	5
41	5
42	5
43	4
44	4
45	4
46	4
47	4
48	4
49	4
50	5
51	5
52	6
53	6
54	6
55	7
56	7
57	7
58	7
59	7
60	7
61	7
62	7
63	7
64	7
65	7
66	7
67	7
68	7
69	7
70	7
71	8
72	8
73	8
74	8
75	8
76	8
77	8
78	8
79	8
80	8
81	8
82	8
83	8
84	8
85	8
86	8
87	8
88	8
89	8
90	8
91	7
92	8
93	8
94	8
95	8
96	8
97	7
98	7
99	7
100	7
101	7
102	7
103	7
104	7
105	7
106	7
107	7
108	7
109	7
110	7
111	7
112	7
113	7
114	7
115	7
116	7
117	7
118	7
119	7
120	7
121	7
122	7
123	7
124	7
125	8
126	8
127	8
128	8
129	8
130	8
131	8
132	8
133	8
134	8
135	8
136	8
137	8
138	8
139	8
140	8
141	9
142	9
143	9
144	9
145	9
146	9
147	9
148	9
149	9
150	9
151	9
152	10
153	10
154	10
155	10
156	11
157	12
158	12
159	12
160	12
161	12
162	11
163	11
164	11
165	11
166	11
167	12
168	13
169	13
170	13
171	13
172	13
173	13
174	13
175	12
176	12
177	11
178	11
179	11
180	11
181	11
182	11
183	11
184	10
185	10
186	10
187	10
188	10
189	10
190	10
191	10
192	10
193	10
194	10
195	10
196	10
197	10
198	10
199	10
200	10
201	10
202	10
203	10
204	10
205	10
206	10
207	10
208	10
209	10
210	10
211	10
212	10
213	10
214	9
215	9
216	9
217	9
218	9
219	9
220	9
221	9
222	11
223	11
224	11
225	11
226	11
227	11
228	11
229	11
230	12
231	12
232	12
233	13
234	13
235	13
236	13
237	14
238	14
239	14
240	14
241	14
242	14
243	14
244	14
245	14
246	14
247	14
248	14
249	14
250	14
251	14
252	14
253	13
254	12
255	12
256	11
257	11
258	10
259	10
260	10
261	10
262	10
263	10
264	10
265	10
266	10
267	10
268	10
269	10
270	10
271	10
272	10
273	10
274	10
275	9
276	9
277	9
278	9
279	9
280	9
281	9
